hit,time,file,points,state,conf,impact,defect,bottom,dist_mm,threshold,peak_abs,peak_pos,peak_neg,mean,rod_len_mm,defect_true_mm,err_mm,note
111,12:42:29,hit_111_20260730_124229.csv,512,DEFECT,HIGH,0,26,113,254,500000,3246501,2484926,-3246501,-234386.2,,,,好棒 轻轻敲 铁头
112,12:42:29,hit_112_20260730_124229.csv,512,DEFECT,HIGH,0,24,113,235,500000,3185341,2290278,-3185341,-207530.0,,,,好棒 轻轻敲 铁头
113,12:42:29,hit_113_20260730_124229.csv,512,DEFECT,HIGH,0,24,113,235,500000,2875916,2412565,-2875916,-188214.5,,,,好棒 轻轻敲 铁头
114,12:42:30,hit_114_20260730_124230.csv,512,DEFECT,HIGH,0,23,112,227,500000,3205452,2278205,-3205452,-212600.3,,,,好棒 轻轻敲 铁头
115,12:42:30,hit_115_20260730_124230.csv,512,DEFECT,HIGH,0,24,112,237,500000,3011550,2370353,-3011550,-198871.3,,,,好棒 轻轻敲 铁头
116,12:42:30,hit_116_20260730_124230.csv,512,DEFECT,HIGH,0,84,113,715,500000,3545337,2327483,-3545337,-242200.3,,,,好棒 轻轻敲 铁头
117,12:42:31,hit_117_20260730_124231.csv,512,DEFECT,HIGH,0,24,112,237,500000,3032659,2332238,-3032659,-191998.1,,,,好棒 轻轻敲 铁头
118,12:42:31,hit_118_20260730_124231.csv,512,DEFECT,HIGH,0,24,113,235,500000,3081429,2330994,-3081429,-188838.5,,,,好棒 轻轻敲 铁头
119,12:42:31,hit_119_20260730_124231.csv,512,DEFECT,HIGH,0,24,112,237,500000,3385233,2272768,-3385233,-212874.6,,,,好棒 轻轻敲 铁头
120,12:42:32,hit_120_20260730_124232.csv,512,DEFECT,HIGH,0,26,113,254,500000,3452423,2404025,-3452423,-242340.0,,,,好棒 轻轻敲 铁头
121,12:42:32,hit_121_20260730_124232.csv,512,DEFECT,HIGH,0,25,113,245,500000,3648493,2266493,-3648493,-222430.0,,,,好棒 轻轻敲 铁头
122,12:42:32,hit_122_20260730_124232.csv,512,DEFECT,HIGH,0,27,114,262,500000,3369708,2399512,-3369708,-235032.1,,,,好棒 轻轻敲 铁头
123,12:42:32,hit_123_20260730_124232.csv,512,DEFECT,HIGH,0,29,116,276,500000,3730104,2283150,-3730104,-214962.5,,,,好棒 轻轻敲 铁头
124,12:42:33,hit_124_20260730_124233.csv,512,DEFECT,HIGH,0,33,119,305,500000,3529302,2686383,-3529302,-267212.2,,,,好棒 轻轻敲 铁头
125,12:42:33,hit_125_20260730_124233.csv,512,DEFECT,HIGH,0,30,117,283,500000,3855694,2361443,-3855694,-183057.7,,,,好棒 轻轻敲 铁头
126,12:42:33,hit_126_20260730_124233.csv,512,DEFECT,HIGH,0,21,118,196,500000,3838268,2646765,-3838268,-252880.2,,,,好棒 轻轻敲 铁头
127,12:42:34,hit_127_20260730_124234.csv,512,DEFECT,HIGH,0,40,108,412,500000,1528717,1528717,-1207445,-108420.8,,,,好棒 轻轻敲 铁头
128,12:42:34,hit_128_20260730_124234.csv,512,DEFECT,HIGH,0,26,117,245,500000,3366353,2102220,-3366353,-93066.2,,,,好棒 轻轻敲 铁头
129,12:42:34,hit_129_20260730_124234.csv,512,DEFECT,HIGH,0,29,118,271,500000,3722407,2291542,-3722407,-125625.9,,,,好棒 轻轻敲 铁头
130,12:42:35,hit_130_20260730_124235.csv,512,DEFECT,HIGH,0,31,119,287,500000,3879587,2189827,-3879587,-200307.2,,,,好棒 轻轻敲 铁头
131,12:42:35,hit_131_20260730_124235.csv,512,DEFECT,HIGH,0,35,118,327,500000,3958096,2653875,-3958096,-213682.1,,,,好棒 轻轻敲 铁头
132,12:42:35,hit_132_20260730_124235.csv,512,DEFECT,HIGH,0,29,117,273,500000,3774191,2381454,-3774191,-86349.9,,,,好棒 轻轻敲 铁头
133,12:42:35,hit_133_20260730_124235.csv,512,DEFECT,HIGH,0,33,118,308,500000,4006311,2458431,-4006311,-261844.1,,,,好棒 轻轻敲 铁头
134,12:42:36,hit_134_20260730_124236.csv,512,DEFECT,HIGH,0,22,118,205,500000,3944994,2680104,-3944994,-261068.0,,,,好棒 轻轻敲 铁头
135,12:42:36,hit_135_20260730_124236.csv,512,DEFECT,HIGH,0,35,118,327,500000,3751848,2709547,-3751848,-187243.1,,,,好棒 轻轻敲 铁头
136,12:42:37,hit_136_20260730_124237.csv,512,DEFECT,HIGH,0,33,117,311,500000,3547486,2528160,-3547486,-186271.7,,,,好棒 轻轻敲 铁头
137,12:42:37,hit_137_20260730_124237.csv,512,DEFECT,HIGH,0,32,118,299,500000,3596503,2436635,-3596503,-183960.0,,,,好棒 轻轻敲 铁头
138,12:42:38,hit_138_20260730_124238.csv,512,DEFECT,LOW,0,29,0,276,500000,3169036,2183218,-3169036,-147978.1,,,,好棒 轻轻敲 铁头
139,12:42:38,hit_139_20260730_124238.csv,512,DEFECT,HIGH,0,26,117,245,500000,3445961,2082702,-3445961,-70596.0,,,,好棒 轻轻敲 铁头
140,12:42:38,hit_140_20260730_124238.csv,512,DEFECT,HIGH,0,26,117,245,500000,3477464,2136501,-3477464,-143300.2,,,,好棒 轻轻敲 铁头
141,12:42:39,hit_141_20260730_124239.csv,512,DEFECT,HIGH,0,28,116,266,500000,3033230,2322508,-3033230,-169808.1,,,,好棒 轻轻敲 铁头
142,12:42:39,hit_142_20260730_124239.csv,512,NORMAL,HIGH,0,0,115,0,616476,1127571,1127571,-882136,-58546.6,,,,好棒 轻轻敲 铁头
143,12:42:40,hit_143_20260730_124240.csv,512,DEFECT,HIGH,0,23,119,212,500000,3220450,2599762,-3220450,-245310.7,,,,好棒 轻轻敲 铁头
144,12:42:42,hit_144_20260730_124242.csv,512,DEFECT,HIGH,0,32,117,301,500000,3997794,2355953,-3997794,-199134.3,,,,好棒 轻轻敲 铁头
145,12:42:42,hit_145_20260730_124242.csv,512,DEFECT,HIGH,0,23,122,207,500000,4446843,2294631,-4446843,-301533.3,,,,好棒 轻轻敲 铁头
146,12:42:43,hit_146_20260730_124243.csv,512,DEFECT,HIGH,0,43,117,405,500000,2669519,2669519,-2361080,-171715.5,,,,好棒 轻轻敲 铁头
147,12:42:43,hit_147_20260730_124243.csv,512,DEFECT,LOW,0,33,0,314,500000,961067,961067,-754638,-84349.5,,,,好棒 轻轻敲 铁头
148,12:42:43,hit_148_20260730_124243.csv,512,DEFECT,HIGH,0,37,118,345,500000,1775801,1775801,-1498865,-121849.0,,,,好棒 轻轻敲 铁头
149,12:42:44,hit_149_20260730_124244.csv,512,DEFECT,HIGH,0,38,115,365,500000,2958894,2958894,-2822272,-181730.2,,,,好棒 轻轻敲 铁头
150,12:42:44,hit_150_20260730_124244.csv,512,DEFECT,HIGH,0,26,115,250,500000,3571281,2000513,-3571281,-191204.6,,,,好棒 轻轻敲 铁头
151,12:42:44,hit_151_20260730_124244.csv,512,DEFECT,HIGH,0,35,114,339,500000,3059454,3059454,-2447224,-207152.5,,,,好棒 轻轻敲 铁头
152,12:42:45,hit_152_20260730_124245.csv,512,DEFECT,HIGH,0,27,113,264,500000,3399711,2508098,-3399711,-296333.7,,,,好棒 轻轻敲 铁头
153,12:42:45,hit_153_20260730_124245.csv,512,DEFECT,HIGH,0,85,112,732,500000,2524752,2524752,-2447178,-171868.5,,,,好棒 轻轻敲 铁头
154,12:42:45,hit_154_20260730_124245.csv,512,DEFECT,HIGH,0,23,112,227,500000,2623711,2369621,-2623711,-185304.0,,,,好棒 轻轻敲 铁头
155,12:42:46,hit_155_20260730_124246.csv,512,DEFECT,HIGH,0,27,113,264,500000,2556350,2556350,-2409970,-172974.1,,,,好棒 轻轻敲 铁头
156,12:42:46,hit_156_20260730_124246.csv,512,DEFECT,HIGH,0,30,116,285,500000,2623382,2623382,-2399376,-187511.6,,,,好棒 轻轻敲 铁头
157,12:42:46,hit_157_20260730_124246.csv,512,DEFECT,HIGH,0,21,116,200,500000,3358442,2509200,-3358442,-273689.7,,,,好棒 轻轻敲 铁头
158,12:42:47,hit_158_20260730_124247.csv,512,DEFECT,HIGH,0,28,110,282,500000,1985666,1985666,-1562271,-146089.2,,,,好棒 轻轻敲 铁头
159,12:42:47,hit_159_20260730_124247.csv,512,DEFECT,HIGH,0,31,115,298,500000,2505952,2505952,-2291733,-174577.9,,,,好棒 轻轻敲 铁头
160,12:42:47,hit_160_20260730_124247.csv,512,DEFECT,HIGH,0,30,112,297,500000,2685997,2685997,-2214423,-184055.2,,,,好棒 轻轻敲 铁头
161,12:42:48,hit_161_20260730_124248.csv,512,DEFECT,HIGH,0,33,120,302,500000,2839318,2839318,-2555112,-210561.0,,,,好棒 轻轻敲 铁头
162,12:42:48,hit_162_20260730_124248.csv,512,DEFECT,HIGH,0,30,115,288,500000,2680062,2680062,-2364636,-179345.3,,,,好棒 轻轻敲 铁头
